id,ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,bldg_type,house_style,overall_qual,overall_cond,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,area_qual,age,yrs_sincerm
2152,20,RL,73.0,11927,Pave,NA,4,Lvl,1,Inside,3,CollgCr,1Fam,1Story,8,5,Hip,CompShg,HdBoard,HdBoard,BrkFace,519.0,4,3,PConc,4.0,3.0,4.0,4.0,408.0,6.0,465.0,683.0,1556.0,GasA,5,Y,5,1592,0,0,1592,0.0,0.0,2,0,3,1,4,7,8,1,3,Attchd,3.0,2.0,484.0,3.0,3.0,2,120,35,0,0,0,0,0,0,NA,0,6,2007,WD ,2,13,12
2222,70,RL,75.0,13125,Pave,NA,4,Lvl,1,Inside,3,Crawfor,1Fam,2Story,7,6,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,0.0,4.0,410.0,1.0,0.0,390.0,800.0,GasA,3,Y,5,960,780,0,1740,0.0,0.0,1,1,3,1,3,6,8,2,4,Attchd,1.0,1.0,240.0,3.0,3.0,2,0,0,0,0,0,0,0,0,NA,0,7,2007,CWD,2,67,23
727,30,C (all),60.0,7879,Pave,NA,4,Lvl,1,Inside,3,IDOTRR,1Fam,1Story,4,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,0.0,3.0,495.0,1.0,0.0,225.0,720.0,GasA,3,N,4,720,0,0,720,0.0,0.0,1,0,2,1,3,4,8,0,0,NA,0.0,0.0,0.0,0.0,0.0,0,0,523,115,0,0,0,0,2,NA,0,11,2009,WD ,2,89,59
458,20,RL,117.0,15262,Pave,NA,3,Lvl,1,Corner,3,NridgHt,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,470.0,4,3,PConc,5.0,3.0,4.0,6.0,1557.0,1.0,0.0,643.0,2200.0,GasA,5,Y,5,2200,0,0,2200,1.0,0.0,2,1,3,1,5,8,8,1,4,Attchd,3.0,3.0,685.0,3.0,3.0,2,208,55,0,0,0,0,0,0,NA,0,7,2009,WD ,2,6,5
1741,20,RL,64.0,7697,Pave,NA,4,Lvl,1,Inside,3,Gilbert,1Fam,1Story,7,6,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,4,3,PConc,4.0,3.0,0.0,1.0,0.0,1.0,0.0,1246.0,1246.0,GasA,5,Y,5,1258,0,0,1258,0.0,0.0,2,0,3,1,4,6,8,0,0,Attchd,2.0,2.0,462.0,3.0,3.0,2,0,0,0,0,0,0,0,0,NA,0,8,2007,New,2,0,0
1366,50,RM,66.0,7920,Pave,Grvl,3,Lvl,1,Inside,3,IDOTRR,1Fam,1.5Fin,6,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,2,CBlock,3.0,3.0,0.0,1.0,0.0,1.0,0.0,319.0,319.0,GasA,3,Y,4,1035,371,0,1406,0.0,0.0,1,0,3,1,2,6,8,0,0,NA,0.0,0.0,0.0,0.0,0.0,0,0,144,0,0,0,0,0,3,NA,0,3,2008,WD ,1,88,58
1462,20,RL,52.0,14860,Pave,NA,2,Lvl,1,CulDSac,3,CollgCr,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,240.0,4,3,PConc,5.0,3.0,4.0,6.0,1538.0,1.0,0.0,240.0,1778.0,GasA,5,Y,5,1786,0,0,1786,1.0,0.0,2,0,3,1,4,6,8,1,4,Attchd,2.0,3.0,715.0,3.0,3.0,2,182,35,0,0,0,0,0,0,NA,0,6,2008,WD ,2,6,5
356,60,RL,60.0,7500,Pave,NA,4,Lvl,1,Inside,3,Gilbert,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,0.0,6.0,476.0,1.0,0.0,476.0,952.0,GasA,4,Y,5,952,684,0,1636,1.0,0.0,2,1,3,1,3,7,8,1,3,Attchd,3.0,2.0,440.0,3.0,3.0,2,0,84,0,0,0,0,0,0,NA,0,10,2009,WD ,2,11,10
1078,160,RL,36.0,2448,Pave,NA,4,Lvl,1,Inside,3,NridgHt,Twnhs,2Story,7,5,Gable,CompShg,VinylSd,Wd Shng,Stone,106.0,4,3,PConc,4.0,3.0,0.0,1.0,0.0,1.0,0.0,764.0,764.0,GasA,5,Y,5,764,862,0,1626,0.0,0.0,2,1,2,1,4,6,8,0,0,BuiltIn,2.0,2.0,474.0,3.0,3.0,2,0,27,0,0,0,0,0,0,NA,0,10,2008,WD ,2,5,4
1805,60,FV,85.0,10625,Pave,NA,4,Lvl,1,Inside,3,Somerst,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,353.0,4,3,PConc,4.0,3.0,3.0,1.0,0.0,1.0,0.0,1158.0,1158.0,GasA,5,Y,5,1158,1285,0,2443,0.0,0.0,2,1,4,1,4,9,6,1,4,BuiltIn,2.0,3.0,744.0,3.0,3.0,2,193,127,0,0,0,0,0,0,NA,0,6,2007,WD ,2,3,3
2783,60,RL,50.0,8340,Pave,NA,3,Lvl,1,Inside,3,CollgCr,1Fam,2Story,6,6,Gable,CompShg,HdBoard,Plywood,BrkFace,62.0,3,3,CBlock,4.0,3.0,3.0,6.0,509.0,1.0,0.0,166.0,675.0,GasA,3,Y,5,686,702,0,1388,0.0,0.0,1,1,3,1,3,6,8,0,0,Attchd,1.0,1.0,317.0,3.0,3.0,2,406,36,0,0,0,0,0,0,NA,0,12,2006,WD ,2,29,29
2596,30,RL,60.0,10410,Pave,Grvl,4,Lvl,1,Inside,3,OldTown,1Fam,1Story,3,8,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,PConc,3.0,3.0,0.0,1.0,0.0,1.0,0.0,713.0,713.0,GasA,5,Y,5,713,0,0,713,0.0,0.0,1,0,2,1,4,5,8,0,0,Detchd,1.0,1.0,371.0,2.0,2.0,0,0,75,161,0,0,0,0,0,NA,0,10,2006,WD ,2,76,5
1360,30,RM,66.0,6291,Grvl,NA,3,Lvl,1,Inside,3,IDOTRR,1Fam,1Story,6,6,Gable,CompShg,Stucco,Wd Shng,None,0.0,4,4,BrkTil,3.0,3.0,0.0,1.0,0.0,1.0,0.0,768.0,768.0,GasA,3,Y,5,768,0,0,768,0.0,0.0,1,0,1,1,3,4,8,0,0,Detchd,1.0,2.0,440.0,3.0,3.0,0,0,0,84,0,0,0,0,0,NA,0,7,2008,WD ,1,78,58
461,20,RL,129.0,16770,Pave,NA,4,Lvl,1,Corner,3,NridgHt,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,270.0,4,3,PConc,5.0,3.0,4.0,6.0,1196.0,1.0,0.0,516.0,1712.0,GasA,5,Y,5,1712,0,0,1712,1.0,0.0,2,0,3,1,4,8,8,1,4,Attchd,2.0,3.0,701.0,3.0,3.0,2,218,183,0,0,0,0,0,0,NA,0,9,2009,WD ,2,7,6
2306,20,RL,66.0,11027,Pave,NA,3,Lvl,1,Inside,3,NAmes,1Fam,1Story,6,5,Hip,CompShg,Wd Sdng,Wd Sdng,Stone,28.0,3,3,CBlock,3.0,3.0,0.0,4.0,468.0,3.0,539.0,171.0,1178.0,GasA,4,Y,5,1293,0,0,1293,1.0,0.0,2,0,2,1,3,5,8,0,0,Attchd,2.0,2.0,452.0,3.0,3.0,2,280,0,0,0,0,0,0,0,NA,0,5,2006,WD ,2,52,52
1940,20,RL,70.0,13300,Pave,NA,4,Lvl,1,Inside,3,NAmes,1Fam,1Story,5,7,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,4.0,3.0,0.0,3.0,377.0,1.0,0.0,551.0,928.0,GasA,3,Y,5,928,0,0,928,0.0,0.0,1,0,2,1,3,4,8,0,0,Attchd,1.0,1.0,252.0,3.0,3.0,2,261,0,156,0,0,0,0,0,NA,0,6,2007,WD ,2,51,7
545,20,RL,88.0,10994,Pave,NA,3,Lvl,1,Corner,3,SawyerW,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,366.0,4,3,PConc,4.0,4.0,0.0,6.0,976.0,1.0,0.0,868.0,1844.0,GasA,5,Y,5,1844,0,0,1844,1.0,0.0,2,0,2,1,4,7,8,1,4,Attchd,3.0,2.0,620.0,3.0,3.0,2,165,44,0,0,0,0,0,0,NA,0,9,2009,COD,2,4,3
2205,70,RL,53.0,7155,Pave,NA,4,Lvl,1,Inside,3,Crawfor,1Fam,2Story,6,8,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3.0,3.0,0.0,1.0,0.0,1.0,0.0,686.0,686.0,GasA,3,Y,5,686,775,0,1461,0.0,0.0,1,0,3,1,3,6,8,1,4,Detchd,1.0,1.0,225.0,3.0,3.0,0,0,0,116,0,0,0,0,3,NA,0,7,2007,WD ,2,81,16
1275,45,RL,64.0,6390,Pave,NA,4,Lvl,1,Corner,3,NAmes,1Fam,1.5Unf,6,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,0.0,1.0,0.0,1.0,0.0,936.0,936.0,GasA,3,Y,4,984,0,0,984,1.0,0.0,1,0,2,1,3,4,8,0,0,Detchd,1.0,1.0,280.0,3.0,3.0,2,0,0,0,0,0,0,0,2,NA,0,6,2008,WD ,1,54,54
2162,60,RL,79.0,9245,Pave,NA,3,Lvl,1,Inside,3,CollgCr,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,3.0,1.0,0.0,1.0,0.0,939.0,939.0,GasA,5,Y,5,939,858,0,1797,0.0,0.0,2,1,3,1,4,8,8,0,0,Attchd,2.0,2.0,639.0,3.0,3.0,2,144,53,0,0,0,0,0,0,NA,0,4,2007,WD ,2,1,1
382,20,RL,80.0,10400,Pave,NA,4,Lvl,1,Inside,3,NWAmes,1Fam,1Story,7,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,189.0,3,3,CBlock,4.0,3.0,0.0,1.0,0.0,1.0,0.0,1090.0,1090.0,GasA,3,Y,5,1370,0,0,1370,0.0,0.0,2,0,3,1,3,6,8,1,3,Attchd,2.0,2.0,479.0,3.0,3.0,2,0,0,0,0,0,0,0,3,NA,0,6,2009,WD ,2,33,33
723,30,RM,60.0,7200,Pave,NA,4,Lvl,1,Inside,3,OldTown,1Fam,1Story,5,4,Hip,CompShg,MetalSd,Stucco,None,0.0,3,3,BrkTil,3.0,3.0,0.0,5.0,247.0,3.0,465.0,310.0,1022.0,GasW,3,N,5,1022,0,0,1022,1.0,0.0,1,0,2,1,3,4,3,0,0,Detchd,1.0,1.0,280.0,3.0,3.0,2,0,30,226,0,0,0,0,0,NA,0,6,2009,WD ,2,99,3
1397,50,RL,63.0,8375,Pave,NA,4,Lvl,1,Corner,3,Sawyer,1Fam,1.5Fin,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3.0,3.0,0.0,5.0,336.0,1.0,0.0,240.0,576.0,GasA,4,Y,5,864,486,0,1350,1.0,0.0,1,1,2,1,4,6,7,0,0,2Types,1.0,3.0,627.0,3.0,3.0,0,0,0,0,0,0,0,0,3,NA,0,6,2008,WD ,2,67,35
2702,80,RL,92.0,6930,Pave,NA,3,Lvl,1,Inside,3,ClearCr,1Fam,SLvl,5,4,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,120.0,3,3,CBlock,3.0,3.0,3.0,4.0,300.0,3.0,294.0,468.0,1062.0,GasA,5,Y,3,1352,0,0,1352,0.0,1.0,1,0,3,1,4,6,6,0,0,BuiltIn,1.0,1.0,288.0,3.0,3.0,2,168,0,294,0,0,0,0,0,NA,0,7,2006,WD ,2,48,48
2651,70,RM,42.0,7614,Pave,Grvl,4,Lvl,1,Inside,5,OldTown,1Fam,2Story,3,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3.0,2.0,2.0,1.0,0.0,1.0,0.0,738.0,738.0,GasA,4,Y,4,714,662,0,1376,0.0,0.0,1,0,2,1,3,7,8,0,0,Detchd,1.0,1.0,216.0,3.0,3.0,0,0,0,104,0,225,0,0,0,NA,0,3,2006,WD ,2,101,56
62,20,RL,59.0,10593,Pave,NA,3,Lvl,1,Inside,3,NoRidge,1Fam,1Story,7,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,338.0,4,3,PConc,4.0,3.0,0.0,6.0,919.0,1.0,0.0,801.0,1720.0,GasA,5,Y,5,1720,0,0,1720,1.0,0.0,2,0,3,1,4,7,8,1,3,Attchd,3.0,2.0,527.0,3.0,3.0,2,240,56,154,0,0,0,0,0,NA,0,3,2010,WD ,2,14,14
2163,20,RL,63.0,8500,Pave,NA,4,Lvl,1,FR2,3,CollgCr,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,106.0,4,3,PConc,4.0,3.0,3.0,1.0,0.0,1.0,0.0,1422.0,1422.0,GasA,5,Y,5,1422,0,0,1422,0.0,0.0,2,0,3,1,4,7,8,0,0,Attchd,2.0,2.0,626.0,3.0,3.0,2,192,60,0,0,0,0,0,0,NA,0,11,2007,WD ,2,3,3
502,60,RL,90.0,9900,Pave,NA,4,Low,1,Inside,5,NoRidge,1Fam,2Story,7,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,256.0,4,3,PConc,4.0,3.0,4.0,6.0,987.0,1.0,0.0,360.0,1347.0,GasA,5,Y,5,1372,1274,0,2646,1.0,0.0,2,1,4,1,4,9,8,1,3,Attchd,2.0,3.0,656.0,3.0,3.0,2,340,60,144,0,0,0,0,0,NA,0,4,2009,WD ,2,16,16
801,80,RL,66.0,19255,Pave,NA,3,Lvl,1,Inside,3,SawyerW,1Fam,SLvl,6,5,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,100.0,4,3,CBlock,4.0,3.0,3.0,3.0,70.0,6.0,450.0,0.0,520.0,GasA,4,Y,5,1338,0,0,1338,0.0,0.0,1,1,2,1,4,5,6,1,1,Attchd,1.0,2.0,576.0,3.0,3.0,2,0,0,0,0,0,0,0,0,Shed,600,9,2009,WD ,2,26,26
621,50,RL,80.0,9600,Pave,NA,4,Lvl,1,Inside,3,NAmes,1Fam,1.5Fin,6,8,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,3.0,3.0,0.0,4.0,120.0,1.0,0.0,736.0,856.0,GasA,5,Y,5,1112,556,0,1668,0.0,0.0,1,1,3,1,3,6,6,0,0,Attchd,1.0,1.0,271.0,3.0,3.0,2,0,0,0,0,0,0,0,3,NA,0,9,2009,WD ,2,59,4
416,160,RL,24.0,2289,Pave,NA,4,Lvl,1,Inside,3,NPkVill,Twnhs,2Story,6,6,Gable,CompShg,Plywood,Brk Cmn,None,0.0,3,3,CBlock,3.0,3.0,0.0,5.0,311.0,1.0,0.0,544.0,855.0,GasA,3,Y,5,855,586,0,1441,0.0,0.0,2,1,3,1,3,7,8,1,3,Attchd,1.0,2.0,440.0,3.0,3.0,2,28,0,0,0,0,0,0,0,NA,0,4,2009,WD ,2,31,31
714,70,RM,60.0,9600,Pave,NA,4,Lvl,1,Inside,3,OldTown,1Fam,2Story,4,4,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,4,BrkTil,2.0,3.0,0.0,1.0,0.0,1.0,0.0,677.0,677.0,GasA,3,Y,5,833,677,0,1510,0.0,0.0,2,0,3,1,4,7,8,0,0,Detchd,1.0,2.0,720.0,3.0,3.0,0,0,0,160,0,0,0,0,0,NA,0,6,2009,WD ,2,99,59
428,60,RL,95.0,12350,Pave,NA,4,Lvl,1,Inside,3,NridgHt,1Fam,2Story,9,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,5.0,3.0,0.0,6.0,986.0,1.0,0.0,379.0,1365.0,GasA,5,Y,5,1365,1325,0,2690,1.0,0.0,2,1,3,1,5,8,8,1,4,Attchd,2.0,3.0,864.0,3.0,3.0,2,0,197,0,0,0,0,0,0,NA,0,7,2009,New,2,0,0
644,20,RL,79.0,10634,Pave,NA,4,Lvl,1,Inside,3,NAmes,1Fam,1Story,5,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,3.0,3.0,0.0,4.0,428.0,2.0,180.0,0.0,608.0,GasA,3,Y,5,1319,0,0,1319,1.0,0.0,1,0,3,1,3,5,6,0,0,Attchd,1.0,1.0,270.0,3.0,3.0,2,66,0,0,0,0,0,0,2,NA,0,11,2009,WD ,2,56,56
2194,20,RL,60.0,8190,Pave,NA,4,Lvl,1,Inside,3,Edwards,1Fam,1Story,4,6,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,0.0,3.0,732.0,1.0,0.0,216.0,948.0,GasA,5,Y,5,948,0,0,948,1.0,0.0,1,0,3,1,3,5,8,1,3,Detchd,1.0,1.0,280.0,3.0,3.0,2,0,36,0,0,0,0,0,0,NA,0,10,2007,WD ,2,53,53
340,20,RL,76.0,9892,Pave,NA,4,Lvl,1,Inside,5,Mitchel,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,None,0.0,4,4,PConc,4.0,4.0,4.0,6.0,1341.0,2.0,284.0,54.0,1679.0,GasA,5,Y,5,1803,0,0,1803,1.0,1.0,2,1,3,1,4,6,8,2,3,Attchd,1.0,2.0,482.0,3.0,3.0,2,129,64,222,0,0,0,0,2,NA,0,2,2010,WD ,2,16,15
539,20,RL,67.0,10083,Pave,NA,4,Lvl,1,Inside,3,SawyerW,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,0.0,6.0,833.0,1.0,0.0,343.0,1176.0,GasA,5,Y,5,1200,0,0,1200,1.0,0.0,2,0,2,1,4,5,8,0,0,Attchd,2.0,2.0,555.0,3.0,3.0,2,0,41,0,0,0,0,0,0,NA,0,8,2009,WD ,2,6,6
485,60,RL,81.0,12891,Pave,NA,3,Lvl,1,Corner,3,Gilbert,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,5.0,3.0,0.0,6.0,651.0,1.0,0.0,219.0,870.0,GasA,5,Y,5,878,1126,0,2004,1.0,0.0,2,1,4,1,4,8,8,1,4,BuiltIn,3.0,3.0,644.0,3.0,3.0,2,0,48,0,0,0,0,0,0,NA,0,7,2009,WD ,2,7,7
2502,60,RL,81.0,14541,Pave,NA,3,Lvl,1,Corner,3,NoRidge,1Fam,2Story,8,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,4,PConc,4.0,4.0,0.0,6.0,1012.0,1.0,0.0,326.0,1338.0,GasA,5,Y,5,1352,1168,0,2520,1.0,0.0,2,1,5,1,4,10,8,1,3,Attchd,2.0,3.0,796.0,3.0,3.0,2,209,55,0,0,0,0,0,0,NA,0,11,2006,WD ,2,13,13
915,70,RL,60.0,7200,Pave,NA,4,Lvl,1,Inside,3,SWISU,1Fam,2Story,7,9,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,4,PConc,4.0,4.0,0.0,5.0,350.0,4.0,210.0,0.0,560.0,GasA,5,Y,5,575,560,0,1135,1.0,0.0,1,0,3,1,4,6,8,0,0,Detchd,2.0,2.0,576.0,3.0,3.0,2,256,0,0,0,0,0,0,3,NA,0,4,2009,WD ,1,73,2
105,20,FV,57.0,12853,Pave,Pave,3,Lvl,1,Inside,3,Somerst,1Fam,1Story,8,5,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,PConc,5.0,1.0,0.0,6.0,1032.0,1.0,0.0,610.0,1642.0,GasA,5,Y,5,1418,0,0,1418,1.0,0.0,1,1,1,1,4,6,8,1,4,Attchd,2.0,3.0,852.0,3.0,3.0,2,160,192,0,224,0,0,0,0,NA,0,4,2010,New,2,0,0
2268,20,RL,66.0,6718,Pave,NA,3,Lvl,1,Inside,3,Timber,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,86.0,4,3,PConc,5.0,3.0,2.0,6.0,250.0,1.0,0.0,1017.0,1267.0,GasA,5,Y,5,1312,0,0,1312,0.0,0.0,2,0,2,1,4,5,8,0,0,Attchd,1.0,2.0,471.0,3.0,3.0,2,256,28,0,0,0,0,0,0,NA,0,1,2007,WD ,2,6,6
50,120,RL,41.0,7132,Pave,NA,3,Lvl,1,Inside,3,NridgHt,TwnhsE,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,178.0,4,3,PConc,4.0,3.0,2.0,6.0,24.0,1.0,0.0,1346.0,1370.0,GasA,5,Y,5,1370,0,0,1370,0.0,0.0,2,0,2,1,4,6,8,1,4,Attchd,2.0,2.0,484.0,3.0,3.0,2,120,49,0,0,0,0,0,0,NA,0,4,2010,WD ,2,4,4
349,80,RL,66.0,8530,Pave,NA,3,Lvl,1,Inside,3,Gilbert,1Fam,SLvl,7,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,22.0,3,3,PConc,4.0,3.0,0.0,1.0,0.0,1.0,0.0,384.0,384.0,GasA,4,Y,5,804,670,0,1474,0.0,0.0,2,1,3,1,3,7,8,1,3,BuiltIn,3.0,2.0,400.0,3.0,3.0,2,120,72,0,0,0,0,0,0,Shed,700,5,2009,WD ,2,14,13
81,20,RL,81.0,9672,Pave,NA,4,Lvl,1,Corner,3,SawyerW,1Fam,1Story,6,5,Hip,CompShg,HdBoard,Plywood,None,0.0,3,3,PConc,4.0,3.0,0.0,6.0,338.0,1.0,0.0,702.0,1040.0,GasA,3,Y,5,1097,0,0,1097,0.0,0.0,2,0,3,1,3,6,8,0,0,Attchd,1.0,2.0,480.0,3.0,3.0,2,0,0,0,0,0,0,0,4,NA,0,5,2010,WD ,2,26,25
2150,60,RL,65.0,8158,Pave,NA,4,Lvl,1,Inside,3,CollgCr,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,214.0,4,3,PConc,4.0,3.0,0.0,1.0,0.0,1.0,0.0,860.0,860.0,GasA,5,Y,5,860,869,0,1729,0.0,0.0,2,1,3,1,4,7,8,0,0,Attchd,3.0,2.0,542.0,3.0,3.0,2,386,63,0,0,0,0,0,0,NA,0,8,2007,WD ,2,5,5
516,60,FV,75.0,9000,Pave,NA,4,Lvl,1,Inside,3,Somerst,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,0.0,1.0,0.0,1.0,0.0,768.0,768.0,GasA,5,Y,5,786,804,0,1590,0.0,0.0,2,1,3,1,4,6,8,0,0,Attchd,2.0,2.0,676.0,3.0,3.0,2,0,30,0,0,0,0,0,0,NA,0,6,2009,WD ,2,1,1
2682,50,RM,51.0,6120,Pave,NA,4,Lvl,1,Inside,3,BrkSide,1Fam,1.5Fin,5,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,BrkTil,3.0,3.0,0.0,1.0,0.0,1.0,0.0,741.0,741.0,GasA,4,Y,5,741,583,0,1324,0.0,0.0,1,0,3,1,4,7,8,0,0,Detchd,1.0,1.0,180.0,2.0,3.0,2,0,0,55,0,0,0,0,0,NA,0,2,2006,WD ,2,76,22
595,20,RL,80.0,9600,Pave,NA,4,Lvl,1,Inside,3,NAmes,1Fam,1Story,5,5,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3.0,3.0,0.0,1.0,0.0,1.0,0.0,1568.0,1568.0,GasA,3,Y,5,1568,0,0,1568,0.0,0.0,1,1,3,1,3,7,8,0,0,Attchd,1.0,2.0,440.0,3.0,3.0,2,160,40,0,0,0,0,0,0,NA,0,3,2009,COD,2,42,42
1806,60,FV,102.0,11143,Pave,NA,3,Lvl,1,Corner,3,Somerst,1Fam,2Story,8,5,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,PConc,4.0,3.0,0.0,1.0,0.0,1.0,0.0,1580.0,1580.0,GasA,5,Y,5,1580,886,0,2466,0.0,0.0,3,0,4,1,4,8,8,1,4,Attchd,2.0,2.0,610.0,3.0,3.0,2,159,214,0,0,0,0,0,0,NA,0,12,2007,WD ,2,3,2
490,80,RL,62.0,7750,Pave,NA,4,Lvl,1,Inside,3,Gilbert,1Fam,SLvl,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4.0,3.0,0.0,1.0,0.0,1.0,0.0,384.0,384.0,GasA,5,Y,5,774,656,0,1430,0.0,0.0,2,1,3,1,3,7,8,1,3,BuiltIn,2.0,2.0,400.0,3.0,3.0,2,0,0,0,0,0,0,0,0,NA,0,3,2009,WD ,2,10,9
384,60,FV,70.0,7000,Pave,NA,4,Lvl,1,Inside,3,Somerst,1Fam,2Story,7,5,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,PConc,4.0,3.0,2.0,6.0,622.0,1.0,0.0,304.0,926.0,GasA,5,Y,5,1016,868,0,1884,1.0,0.0,2,1,3,1,5,7,8,1,5,Attchd,2.0,2.0,581.0,3.0,3.0,2,0,35,0,0,0,0,0,0,NA,0,6,2009,WD ,2,6,6
1890,20,RL,70.0,8680,Pave,NA,4,Lvl,1,Inside,3,NAmes,1Fam,1Story,5,7,Hip,CompShg,CemntBd,CmentBd,None,0.0,3,3,CBlock,3.0,3.0,0.0,1.0,0.0,1.0,0.0,894.0,894.0,GasA,3,Y,5,894,0,0,894,0.0,0.0,1,0,3,1,3,5,8,0,0,Detchd,1.0,1.0,312.0,3.0,3.0,2,0,0,0,0,0,0,0,0,NA,0,1,2007,WD ,2,47,47
1329,50,RM,81.0,7425,Pave,NA,3,Bnk,1,Corner,3,BrkSide,1Fam,1.5Fin,7,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,2.0,0.0,1.0,0.0,1.0,0.0,672.0,672.0,GasA,4,Y,5,1195,473,0,1668,0.0,0.0,1,1,3,1,4,8,8,0,0,Attchd,1.0,1.0,252.0,3.0,3.0,2,210,0,0,0,0,0,0,0,NA,0,8,2008,WD ,0,63,58
1124,60,FV,75.0,9803,Pave,NA,4,Lvl,1,Inside,3,Somerst,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,0.0,6.0,400.0,1.0,0.0,466.0,866.0,GasA,4,Y,5,866,902,0,1768,0.0,0.0,2,1,3,1,4,7,8,0,0,Attchd,2.0,2.0,603.0,3.0,3.0,2,0,108,0,0,0,0,0,0,NA,0,2,2008,WD ,2,3,3
1544,160,RM,24.0,1950,Pave,NA,4,Lvl,1,Inside,3,Blueste,Twnhs,2Story,6,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,4.0,3.0,0.0,2.0,81.0,6.0,612.0,23.0,716.0,GasA,3,Y,5,716,840,0,1556,1.0,0.0,2,1,3,1,3,6,8,1,3,Attchd,3.0,2.0,452.0,3.0,3.0,2,161,0,0,0,0,0,0,4,NA,0,7,2008,COD,2,28,28
